trade_id,account_id,client_document,document_clean,document_type,date,ticker,side,quantity,price,broker_fee,tax,gross_amount,total_costs,net_amount,currency,source_file
T1000745,A0142,74.367.136/9594-86,74367136959486,CNPJ,2026-02-04,ABEV3,SELL,25.0,15.11,2.0,7.5,-377.75,9.5,-387.25,BRL,transactions_20260218.csv
T1000739,A0115,079.848.432-28,07984843228,CPF,2026-02-07,ITUB4,BUY,1.5,29.39,10.0,1.0,44.085,11.0,33.085,BRL,transactions_20260218.csv
T1000726,A0067,95.969.527/5456-38,95969527545638,CNPJ,2026-02-05,BBAS3,SELL,1000.0,51.5028,0.0,3.0,-51502.8,3.0,-51505.8,BRL,transactions_20260218.csv
T1000705,A0372,51.949.647/0626-30,51949647062630,CNPJ,2026-02-03,PETR4,SELL,5.0,35.3,2.0,7.0,-176.5,9.0,-185.5,BRL,transactions_20260218.csv
T1000715,A0114,167.172.827-03,16717282703,CPF,2026-02-05,PETR4,SELL,1000.0,35.3166,0.0,0.0,-35316.6,0.0,-35316.6,BRL,transactions_20260218.csv
T1000771,A0060,473.017.332-59,47301733259,CPF,2026-02-07,VALE3,BUY,25.0,68.95,0.0,1.0,1723.75,1.0,1722.75,BRL,transactions_20260218.csv
T1000608,A0023,883.873.101-23,88387310123,CPF,2026-02-04,BBAS3,BUY,5.0,52.67,10.0,0.0,263.35,10.0,253.35000000000002,BRL,transactions_20260217.csv
T1000653,A0318,24.038.609/3952-01,24038609395201,CNPJ,2026-02-06,ABEV3,SELL,1.234,14.8,1.5,0.38,-18.2632,1.88,-20.1432,BRL,transactions_20260217.csv
T1000636,A0362,595.847.290-98,59584729098,CPF,2026-02-06,WEGE3,BUY,1000.0,38.8391,10.0,1.1,38839.1,11.1,38828.0,BRL,transactions_20260217.csv
T1000600,A0066,89.581.512/6499-99,89581512649999,CNPJ,2026-02-06,PETR4,BUY,1000.0,35.3945,0.0,0.0,35394.5,0.0,35394.5,BRL,transactions_20260217.csv
T1000628,A0244,191.793.149-29,19179314929,CPF,2026-02-04,ITUB4,BUY,1500.0,29.8694,0.38,0.0,44804.1,0.38,44803.72,BRL,transactions_20260217.csv
T1000642,A0170,779.760.015-58,77976001558,CPF,2026-02-06,VALE3,BUY,25.0,69.34,0.38,0.0,1733.5,0.38,1733.12,BRL,transactions_20260217.csv
T1000677,A0088,764.895.222-09,76489522209,CPF,2026-02-05,BOVA11,SELL,1.0,123.84,1.5,1.1,-123.84,2.6,-126.44,BRL,transactions_20260217.csv
T1000370,A0288,61.244.418/9697-50,61244418969750,CNPJ,2026-02-06,PETR4,SELL,1000.0,35.3945,1.0,1.1,-35394.5,2.1,-35396.6,BRL,transactions_20260217.csv
T1000638,A0215,74.367.136/9594-86,74367136959486,CNPJ,2026-02-06,PETR4,BUY,5.0,35.3945,10.0,7.0,176.9725,17.0,159.9725,BRL,transactions_20260217.csv
T1000676,A0303,17.378.820/8425-81,17378820842581,CNPJ,2026-02-05,BOVA11,BUY,1500.0,123.84,2.75,0.0,185760.0,2.75,185757.25,BRL,transactions_20260217.csv
T1000389,A0038,24.473.394/8833-91,24473394883391,CNPJ,2026-02-05,ITUB4,SELL,5.0,29.84,0.0,7.5,-149.2,7.5,-156.7,BRL,transactions_20260217.csv
T1000684,A0068,903.141.692-45,90314169245,CPF,2026-02-06,PETR4,SELL,250.0,35.3945,10.0,0.0,-8848.625,10.0,-8858.625,BRL,transactions_20260217.csv
T1000607,A0107,66.327.313/2668-68,66327313266868,CNPJ,2026-02-03,ITUB4,SELL,1500.0,29.72,0.38,1.1,-44580.0,1.48,-44581.48,BRL,transactions_20260217.csv
T1000663,A0189,675.031.312-41,67503131241,CPF,2026-02-03,ABEV3,SELL,1000.0,14.83,0.0,0.0,-14830.0,0.0,-14830.0,BRL,transactions_20260217.csv
T1000675,A0096,500.501.225-76,50050122576,CPF,2026-02-03,VALE3,SELL,5.0,69.0294,2.0,0.1,-345.147,2.1,-347.247,BRL,transactions_20260217.csv
T1000112,A0188,867.594.280-05,86759428005,CPF,2026-02-06,BBAS3,SELL,5.0,52.0594,0.38,1.0,-260.29699999999997,1.38,-261.67699999999996,BRL,transactions_20260217.csv
T1000631,A0309,63.434.065/7752-30,63434065775230,CNPJ,2026-02-06,ABEV3,BUY,5.0,14.8,2.75,3.0,74.0,5.75,68.25,BRL,transactions_20260217.csv
T1000670,A0358,74.367.136/9594-86,74367136959486,CNPJ,2026-02-06,ABEV3,BUY,100.0,14.8,1.0,0.0,1480.0,1.0,1479.0,BRL,transactions_20260217.csv
T1000602,A0115,51.294.406/3417-44,51294406341744,CNPJ,2026-02-05,ITUB4,BUY,10.0,29.84,25.0,0.0,298.4,25.0,273.4,BRL,transactions_20260217.csv
T1000618,A0382,34.801.560/3394-15,34801560339415,CNPJ,2026-02-07,WEGE3,SELL,250.0,38.45,1.5,0.38,-9612.5,1.88,-9614.38,BRL,transactions_20260217.csv
T1000674,A0109,926.776.059-96,92677605996,CPF,2026-02-06,ABEV3,BUY,1.0,14.8,0.0,0.1,14.8,0.1,14.700000000000001,BRL,transactions_20260217.csv
T1000623,A0188,900.271.551-02,90027155102,CPF,2026-02-05,BOVA11,BUY,1500.0,123.84,0.0,0.38,185760.0,0.38,185759.62,BRL,transactions_20260217.csv
T1000641,A0254,956.581.658-49,95658165849,CPF,2026-02-05,VALE3,SELL,5.0,68.92,0.0,3.25,-344.6,3.25,-347.85,BRL,transactions_20260217.csv
T1000689,A0187,349.047.768-52,34904776852,CPF,2026-02-05,PETR4,BUY,1.0,35.3166,0.38,7.0,35.3166,7.38,27.936600000000002,BRL,transactions_20260217.csv
T1000601,A0234,79.769.700/0511-90,79769700051190,CNPJ,2026-02-06,VALE3,BUY,1000.0,69.34,2.0,7.5,69340.0,9.5,69330.5,BRL,transactions_20260217.csv
T1000615,A0393,332.245.690-00,33224569000,CPF,2026-02-04,BBAS3,SELL,1.5,52.67,25.0,0.38,-79.005,25.38,-104.38499999999999,BRL,transactions_20260217.csv
T1000622,A0393,043.453.255-01,04345325501,CPF,2026-02-03,ABEV3,BUY,100.0,14.83,0.0,0.38,1483.0,0.38,1482.62,BRL,transactions_20260217.csv
T1000660,A0093,686.199.116-35,68619911635,CPF,2026-02-05,ABEV3,BUY,10.0,15.16,0.0,1.1,151.6,1.1,150.5,BRL,transactions_20260217.csv
T1000682,A0074,74.367.136/9594-86,74367136959486,CNPJ,2026-02-05,WEGE3,BUY,1500.0,38.75,10.0,1.0,58125.0,11.0,58114.0,BRL,transactions_20260217.csv
T1000667,A0363,579.946.837-62,57994683762,CPF,2026-02-05,ABEV3,SELL,5.0,15.16,10.0,0.1,-75.8,10.1,-85.89999999999999,BRL,transactions_20260217.csv
T1000629,A0333,903.619.919-08,90361991908,CPF,2026-02-06,BBAS3,BUY,5.0,52.0594,2.0,0.0,260.29699999999997,2.0,258.29699999999997,BRL,transactions_20260217.csv
T1000651,A0152,53.027.224/3625-78,53027224362578,CNPJ,2026-02-07,BOVA11,BUY,100.0,120.7296,25.0,0.0,12072.960000000001,25.0,12047.960000000001,BRL,transactions_20260217.csv
T1000616,A0045,85.978.222/0311-04,85978222031104,CNPJ,2026-02-03,ABEV3,SELL,25.0,14.83,1.5,0.1,-370.75,1.6,-372.35,BRL,transactions_20260217.csv
T1000613,A0064,52.879.263/6142-89,52879263614289,CNPJ,2026-02-06,ITUB4,SELL,1.0,30.1293,0.38,3.25,-30.1293,3.63,-33.7593,BRL,transactions_20260217.csv
T1000646,A0392,288.120.534-83,28812053483,CPF,2026-02-03,BOVA11,BUY,1.5,122.18,10.0,0.0,183.27,10.0,173.27,BRL,transactions_20260217.csv
T1000609,A0152,54.400.016/0680-09,54400016068009,CNPJ,2026-02-05,WEGE3,SELL,1.0,38.75,0.38,0.38,-38.75,0.76,-39.51,BRL,transactions_20260217.csv
T1000661,A0040,59.140.081/6526-71,59140081652671,CNPJ,2026-02-06,ABEV3,SELL,10.0,14.8,10.0,0.1,-148.0,10.1,-158.1,BRL,transactions_20260217.csv
T1000634,A0331,28.861.887/5917-31,28861887591731,CNPJ,2026-02-04,WEGE3,SELL,1.0,38.14,2.0,1.1,-38.14,3.1,-41.24,BRL,transactions_20260217.csv
T1000626,A0204,26.984.252/2075-30,26984252207530,CNPJ,2026-02-04,PETR4,BUY,25.0,35.4455,25.0,3.25,886.1375,28.25,857.8875,BRL,transactions_20260217.csv
T1000652,A0321,619.930.012-20,61993001220,CPF,2026-02-06,PETR4,BUY,1.0,35.3945,1.0,1.1,35.3945,2.1,33.2945,BRL,transactions_20260217.csv
T1000650,A0045,81.279.086/8642-29,81279086864229,CNPJ,2026-02-04,ITUB4,SELL,25.0,29.8694,1.5,0.38,-746.735,1.88,-748.615,BRL,transactions_20260217.csv
T1000690,A0057,460.454.257-07,46045425707,CPF,2026-02-03,BOVA11,SELL,5.0,122.18,25.0,0.0,-610.9000000000001,25.0,-635.9000000000001,BRL,transactions_20260217.csv
T1000662,A0174,35.114.401/8262-33,35114401826233,CNPJ,2026-02-04,PETR4,SELL,10.0,35.4455,0.0,0.1,-354.45500000000004,0.1,-354.55500000000006,BRL,transactions_20260217.csv
T1000691,A0279,972.090.741-04,97209074104,CPF,2026-02-06,PETR4,BUY,25.0,35.3945,0.0,0.38,884.8625000000001,0.38,884.4825000000001,BRL,transactions_20260217.csv
T1000664,A0001,25.162.932/6314-04,25162932631404,CNPJ,2026-02-06,ABEV3,BUY,250.0,14.8,0.0,1.0,3700.0,1.0,3699.0,BRL,transactions_20260217.csv
T1000637,A0282,66.967.725/2593-00,66967725259300,CNPJ,2026-02-04,WEGE3,BUY,250.0,38.14,0.38,0.0,9535.0,0.38,9534.62,BRL,transactions_20260217.csv
T1000620,A0334,824.424.440-20,82442444020,CPF,2026-02-06,WEGE3,SELL,10.0,38.8391,25.0,0.0,-388.391,25.0,-413.391,BRL,transactions_20260217.csv
T1000610,A0309,032.207.232-84,03220723284,CPF,2026-02-06,ITUB4,SELL,5.0,30.1293,0.0,3.25,-150.6465,3.25,-153.8965,BRL,transactions_20260217.csv
T1000605,A0167,68.607.607/2314-98,68607607231498,CNPJ,2026-02-07,WEGE3,BUY,250.0,38.45,0.0,0.38,9612.5,0.38,9612.12,BRL,transactions_20260217.csv
T1000633,A0118,286.274.828-53,28627482853,CPF,2026-02-07,WEGE3,SELL,1.0,38.45,0.0,1.1,-38.45,1.1,-39.550000000000004,BRL,transactions_20260217.csv
T1000630,A0049,51.383.861/6190-05,51383861619005,CNPJ,2026-02-04,BBAS3,BUY,25.0,52.67,1.0,0.38,1316.75,1.38,1315.37,BRL,transactions_20260217.csv
T1000635,A0188,998.476.811-20,99847681120,CPF,2026-02-04,VALE3,BUY,1.0,67.95,10.0,1.1,67.95,11.1,56.85,BRL,transactions_20260217.csv
T1000606,A0151,318.226.336-64,31822633664,CPF,2026-02-06,BBAS3,BUY,10.0,52.0594,10.0,1.1,520.5939999999999,11.1,509.4939999999999,BRL,transactions_20260217.csv
T1000686,A0219,152.539.052-00,15253905200,CPF,2026-02-03,ABEV3,SELL,1.0,14.83,10.0,0.0,-14.83,10.0,-24.83,BRL,transactions_20260217.csv
T1000604,A0278,167.624.525-15,16762452515,CPF,2026-02-03,ABEV3,SELL,5.0,14.83,0.38,0.1,-74.15,0.48,-74.63000000000001,BRL,transactions_20260217.csv
T1000611,A0229,548.704.987-40,54870498740,CPF,2026-02-07,ABEV3,SELL,5.0,15.0,1.5,0.0,-75.0,1.5,-76.5,BRL,transactions_20260217.csv
T1000639,A0274,547.900.294-50,54790029450,CPF,2026-02-04,WEGE3,SELL,1500.0,38.14,2.75,3.0,-57210.0,5.75,-57215.75,BRL,transactions_20260217.csv
T1001080,A0195,251.237.408-48,25123740848,CPF,2026-02-07,ITUB4,SELL,25.0,29.39,10.0,0.0,-734.75,10.0,-744.75,BRL,transactions_20260217.csv
T1000656,A0167,773.257.377-34,77325737734,CPF,2026-02-06,VALE3,BUY,100.0,69.34,0.0,0.0,6934.0,0.0,6934.0,BRL,transactions_20260217.csv
T1000603,A0346,48.645.423/3885-76,48645423388576,CNPJ,2026-02-04,BOVA11,BUY,1500.0,123.88,0.0,7.5,185820.0,7.5,185812.5,BRL,transactions_20260217.csv
T1000648,A0291,358.619.817-52,35861981752,CPF,2026-02-07,BOVA11,BUY,25.0,120.7296,10.0,1.0,3018.2400000000002,11.0,3007.2400000000002,BRL,transactions_20260217.csv
T1000617,A0004,980.597.416-24,98059741624,CPF,2026-02-03,VALE3,BUY,5.0,69.0294,0.0,0.38,345.147,0.38,344.767,BRL,transactions_20260217.csv
T1000649,A0052,10.692.022/6109-65,10692022610965,CNPJ,2026-02-07,PETR4,BUY,25.0,35.02,0.0,0.1,875.5000000000001,0.1,875.4000000000001,BRL,transactions_20260217.csv
T1000672,A0360,849.331.205-36,84933120536,CPF,2026-02-05,BBAS3,BUY,1500.0,51.5028,0.0,0.1,77254.2,0.1,77254.09999999999,BRL,transactions_20260217.csv
T1000671,A0124,533.222.644-67,53322264467,CPF,2026-02-04,BOVA11,BUY,250.0,123.88,10.0,0.1,30970.0,10.1,30959.9,BRL,transactions_20260217.csv
T1000659,A0181,64.561.213/0647-34,64561213064734,CNPJ,2026-02-06,ITUB4,BUY,5.0,30.1293,0.38,3.25,150.6465,3.63,147.0165,BRL,transactions_20260217.csv
T1000688,A0025,173.073.921-00,17307392100,CPF,2026-02-07,VALE3,BUY,100.0,68.95,1.5,1.0,6895.0,2.5,6892.5,BRL,transactions_20260217.csv
T1000619,A0388,624.090.166-00,62409016600,CPF,2026-02-06,ITUB4,BUY,1000.0,30.1293,25.0,7.5,30129.3,32.5,30096.8,BRL,transactions_20260217.csv
T1000666,A0034,82.192.608/6797-42,82192608679742,CNPJ,2026-02-03,PETR4,BUY,25.0,35.3,0.38,0.38,882.4999999999999,0.76,881.7399999999999,BRL,transactions_20260217.csv
T1000614,A0215,068.540.027-10,06854002710,CPF,2026-02-04,PETR4,SELL,1000.0,35.4455,2.75,3.0,-35445.5,5.75,-35451.25,BRL,transactions_20260217.csv
T1000655,A0283,54.607.094/5034-27,54607094503427,CNPJ,2026-02-03,WEGE3,SELL,100.0,38.97,25.0,0.0,-3897.0,25.0,-3922.0,BRL,transactions_20260217.csv
T1000632,A0388,32.273.198/0244-39,32273198024439,CNPJ,2026-02-05,BBAS3,SELL,25.0,51.5028,10.0,0.38,-1287.57,10.38,-1297.95,BRL,transactions_20260217.csv
T1000624,A0100,58.946.080/9989-51,58946080998951,CNPJ,2026-02-05,BBAS3,SELL,100.0,51.5028,10.0,0.0,-5150.28,10.0,-5160.28,BRL,transactions_20260217.csv
T1000091,A0339,247.038.884-83,24703888483,CPF,2026-02-04,BOVA11,BUY,100.0,123.88,1.5,7.5,12388.0,9.0,12379.0,BRL,transactions_20260217.csv
T1000612,A0284,74.367.136/9594-86,74367136959486,CNPJ,2026-02-04,VALE3,BUY,5.0,67.95,0.0,0.0,339.75,0.0,339.75,BRL,transactions_20260217.csv
T1000533,A0304,86.128.891/5033-37,86128891503337,CNPJ,2026-02-03,WEGE3,SELL,10.0,38.97,10.0,3.25,-389.7,13.25,-402.95,BRL,transactions_20260216.csv
T1000599,A0267,99.274.440/0271-32,99274440027132,CNPJ,2026-02-03,ABEV3,BUY,25.0,14.83,1.5,3.0,370.75,4.5,366.25,BRL,transactions_20260216.csv
T1000553,A0238,172.056.493-07,17205649307,CPF,2026-02-06,VALE3,SELL,5.0,69.34,0.0,0.0,-346.70000000000005,0.0,-346.70000000000005,BRL,transactions_20260216.csv
T1000543,A0293,592.254.123-47,59225412347,CPF,2026-02-04,WEGE3,SELL,10.0,38.14,25.0,0.0,-381.4,25.0,-406.4,BRL,transactions_20260216.csv
T1000574,A0264,74.367.136/9594-86,74367136959486,CNPJ,2026-02-03,PETR4,BUY,250.0,35.3,2.75,3.25,8825.0,6.0,8819.0,BRL,transactions_20260216.csv
T1000838,A0149,790.389.390-43,79038939043,CPF,2026-02-05,PETR4,BUY,250.0,35.3166,25.0,0.0,8829.15,25.0,8804.15,BRL,transactions_20260216.csv
T1000524,A0294,652.586.360-03,65258636003,CPF,2026-02-04,BOVA11,BUY,5.0,123.88,1.5,3.25,619.4,4.75,614.65,BRL,transactions_20260216.csv
T1000111,A0001,74.367.136/9594-86,74367136959486,CNPJ,2026-02-07,BOVA11,SELL,1.0,120.7296,25.0,0.0,-120.7296,25.0,-145.7296,BRL,transactions_20260216.csv
T1001195,A0399,826.115.896-90,82611589690,CPF,2026-02-03,PETR4,BUY,1000.0,35.3,10.0,1.1,35300.0,11.1,35288.9,BRL,transactions_20260216.csv
T1000562,A0338,341.658.066-41,34165806641,CPF,2026-02-03,ITUB4,SELL,1000.0,29.72,0.38,0.1,-29720.0,0.48,-29720.48,BRL,transactions_20260216.csv
T1000221,A0132,61.190.361/8526-43,61190361852643,CNPJ,2026-02-06,ABEV3,BUY,25.0,14.8,0.0,3.0,370.0,3.0,367.0,BRL,transactions_20260216.csv
T1000542,A0147,78.863.616/3828-76,78863616382876,CNPJ,2026-02-03,VALE3,SELL,10.0,69.0294,25.0,3.25,-690.294,28.25,-718.544,BRL,transactions_20260216.csv
T1000534,A0111,774.496.031-95,77449603195,CPF,2026-02-06,WEGE3,SELL,1.5,38.8391,25.0,7.5,-58.25865,32.5,-90.75865,BRL,transactions_20260216.csv
T1000552,A0358,172.460.560-76,17246056076,CPF,2026-02-05,BBAS3,SELL,1.0,51.5028,2.0,0.38,-51.5028,2.38,-53.8828,BRL,transactions_20260216.csv
T1000028,A0045,399.821.959-56,39982195956,CPF,2026-02-05,ITUB4,BUY,1000.0,29.84,0.38,3.25,29840.0,3.63,29836.37,BRL,transactions_20260216.csv
T1000571,A0171,77.193.378/9162-50,77193378916250,CNPJ,2026-02-05,WEGE3,SELL,1000.0,38.75,10.0,0.38,-38750.0,10.38,-38760.38,BRL,transactions_20260216.csv
T1000532,A0110,482.248.478-53,48224847853,CPF,2026-02-07,BOVA11,SELL,10.0,120.7296,25.0,0.1,-1207.296,25.1,-1232.396,BRL,transactions_20260216.csv
T1000531,A0323,21.939.277/5233-35,21939277523335,CNPJ,2026-02-06,PETR4,BUY,10.0,35.3945,0.38,0.1,353.945,0.48,353.465,BRL,transactions_20260216.csv
T1000536,A0165,43.189.385/7882-42,43189385788242,CNPJ,2026-02-07,PETR4,BUY,5.0,35.02,2.75,7.5,175.10000000000002,10.25,164.85000000000002,BRL,transactions_20260216.csv
T1000590,A0276,611.107.533-06,61110753306,CPF,2026-02-06,VALE3,SELL,1.0,69.34,25.0,0.0,-69.34,25.0,-94.34,BRL,transactions_20260216.csv
T1000572,A0093,214.609.992-58,21460999258,CPF,2026-02-06,BBAS3,BUY,25.0,52.0594,0.0,3.25,1301.485,3.25,1298.235,BRL,transactions_20260216.csv
T1000539,A0214,226.517.370-38,22651737038,CPF,2026-02-05,VALE3,SELL,100.0,68.92,0.38,1.0,-6892.0,1.38,-6893.38,BRL,transactions_20260216.csv
T1000545,A0104,102.428.117-52,10242811752,CPF,2026-02-07,BBAS3,SELL,1.0,51.43,25.0,7.0,-51.43,32.0,-83.43,BRL,transactions_20260216.csv
T1000043,A0059,833.187.737-35,83318773735,CPF,2026-02-06,BOVA11,BUY,100.0,122.7444,25.0,3.25,12274.44,28.25,12246.19,BRL,transactions_20260216.csv
T1000951,A0113,12.205.121/0784-25,12205121078425,CNPJ,2026-02-05,PETR4,SELL,10.0,35.3166,2.75,0.0,-353.166,2.75,-355.916,BRL,transactions_20260216.csv
T1000529,A0019,71.381.125/2841-63,71381125284163,CNPJ,2026-02-04,VALE3,BUY,250.0,67.95,10.0,7.0,16987.5,17.0,16970.5,BRL,transactions_20260216.csv
T1000564,A0150,74.367.136/9594-86,74367136959486,CNPJ,2026-02-06,WEGE3,SELL,10.0,38.8391,1.5,0.38,-388.391,1.88,-390.271,BRL,transactions_20260216.csv
T1000580,A0332,097.109.645-77,09710964577,CPF,2026-02-04,WEGE3,SELL,250.0,38.14,10.0,0.38,-9535.0,10.38,-9545.38,BRL,transactions_20260216.csv
T1000551,A0040,01.311.277/9430-86,01311277943086,CNPJ,2026-02-07,ABEV3,BUY,10.0,15.0,1.5,0.38,150.0,1.88,148.12,BRL,transactions_20260216.csv
T1000240,A0163,079.098.127-01,07909812701,CPF,2026-02-06,WEGE3,SELL,5.0,38.8391,25.0,7.5,-194.1955,32.5,-226.6955,BRL,transactions_20260216.csv
T1000561,A0345,69.622.434/8162-43,69622434816243,CNPJ,2026-02-03,PETR4,SELL,10.0,35.3,0.0,3.25,-353.0,3.25,-356.25,BRL,transactions_20260216.csv
T1000573,A0043,67.412.832/3024-43,67412832302443,CNPJ,2026-02-04,BOVA11,SELL,10.0,123.88,2.75,7.0,-1238.8,9.75,-1248.55,BRL,transactions_20260216.csv
T1000582,A0245,523.503.968-86,52350396886,CPF,2026-02-04,PETR4,BUY,5.0,35.4455,2.75,1.1,177.22750000000002,3.85,173.37750000000003,BRL,transactions_20260216.csv
T1000591,A0049,70.677.720/6327-20,70677720632720,CNPJ,2026-02-03,ABEV3,BUY,250.0,14.83,1.5,0.38,3707.5,1.88,3705.62,BRL,transactions_20260216.csv
T1000595,A0148,33.142.063/3785-50,33142063378550,CNPJ,2026-02-03,PETR4,BUY,250.0,35.3,0.38,0.0,8825.0,0.38,8824.62,BRL,transactions_20260216.csv
T1000535,A0265,010.181.078-43,01018107843,CPF,2026-02-04,ABEV3,SELL,1.0,15.11,10.0,0.38,-15.11,10.38,-25.490000000000002,BRL,transactions_20260216.csv
T1000549,A0094,74.367.136/9594-86,74367136959486,CNPJ,2026-02-03,WEGE3,SELL,10.0,38.97,0.0,1.0,-389.7,1.0,-390.7,BRL,transactions_20260216.csv
T1000526,A0315,60.966.271/3427-89,60966271342789,CNPJ,2026-02-04,WEGE3,BUY,250.0,38.14,0.38,0.38,9535.0,0.76,9534.24,BRL,transactions_20260216.csv
T1000589,A0085,28.656.642/3026-81,28656642302681,CNPJ,2026-02-06,ABEV3,SELL,10.0,14.8,10.0,0.0,-148.0,10.0,-158.0,BRL,transactions_20260216.csv
T1000540,A0290,260.239.653-26,26023965326,CPF,2026-02-05,BBAS3,SELL,10.0,51.5028,0.0,7.5,-515.028,7.5,-522.528,BRL,transactions_20260216.csv
T1000256,A0374,447.515.264-05,44751526405,CPF,2026-02-07,VALE3,SELL,5.0,68.95,25.0,3.0,-344.75,28.0,-372.75,BRL,transactions_20260216.csv
T1000581,A0313,32.036.945/8005-12,32036945800512,CNPJ,2026-02-06,BBAS3,SELL,1.0,52.0594,1.5,0.0,-52.0594,1.5,-53.5594,BRL,transactions_20260216.csv
T1000577,A0214,736.232.575-40,73623257540,CPF,2026-02-06,WEGE3,BUY,1.0,38.8391,0.38,1.1,38.8391,1.48,37.359100000000005,BRL,transactions_20260216.csv
T1000244,A0195,82.662.395/6404-88,82662395640488,CNPJ,2026-02-03,BOVA11,BUY,250.0,122.18,1.5,3.25,30545.0,4.75,30540.25,BRL,transactions_20260216.csv
T1000115,A0145,74.367.136/9594-86,74367136959486,CNPJ,2026-02-06,ABEV3,BUY,100.0,14.8,0.38,3.0,1480.0,3.38,1476.62,BRL,transactions_20260216.csv
T1000569,A0321,652.339.955-90,65233995590,CPF,2026-02-06,BOVA11,BUY,5.0,122.7444,10.0,7.5,613.722,17.5,596.222,BRL,transactions_20260216.csv
T1000038,A0304,16.282.696/5889-48,16282696588948,CNPJ,2026-02-03,ABEV3,BUY,10.0,14.83,2.75,7.5,148.3,10.25,138.05,BRL,transactions_20260216.csv
T1000161,A0069,74.367.136/9594-86,74367136959486,CNPJ,2026-02-03,BOVA11,SELL,1000.0,122.18,1.5,0.0,-122180.0,1.5,-122181.5,BRL,transactions_20260216.csv
T1000587,A0120,06.364.522/2665-07,06364522266507,CNPJ,2026-02-03,VALE3,BUY,10.0,69.0294,25.0,0.0,690.294,25.0,665.294,BRL,transactions_20260216.csv
T1000541,A0006,72.540.146/5018-57,72540146501857,CNPJ,2026-02-05,ITUB4,BUY,5.0,29.84,0.38,0.1,149.2,0.48,148.72,BRL,transactions_20260216.csv
T1000527,A0376,922.369.353-58,92236935358,CPF,2026-02-07,BBAS3,BUY,1.0,51.43,10.0,7.5,51.43,17.5,33.93,BRL,transactions_20260216.csv
T1000566,A0279,56.904.441/7885-78,56904441788578,CNPJ,2026-02-03,ABEV3,BUY,250.0,14.83,10.0,0.0,3707.5,10.0,3697.5,BRL,transactions_20260216.csv
T1000565,A0356,747.723.343-78,74772334378,CPF,2026-02-03,ITUB4,BUY,1.0,29.72,1.5,7.5,29.72,9.0,20.72,BRL,transactions_20260216.csv
T1000598,A0274,45.475.369/7605-84,45475369760584,CNPJ,2026-02-05,VALE3,SELL,250.0,68.92,0.0,1.0,-17230.0,1.0,-17231.0,BRL,transactions_20260216.csv
T1000586,A0391,06.052.109/2750-93,06052109275093,CNPJ,2026-02-04,PETR4,BUY,1.0,35.4455,25.0,3.25,35.4455,28.25,7.195500000000003,BRL,transactions_20260216.csv
T1000563,A0174,728.487.332-92,72848733292,CPF,2026-02-05,ITUB4,BUY,100.0,29.84,10.0,3.25,2984.0,13.25,2970.75,BRL,transactions_20260216.csv
T1000557,A0044,952.191.944-29,95219194429,CPF,2026-02-05,ABEV3,SELL,5.0,15.16,25.0,0.0,-75.8,25.0,-100.8,BRL,transactions_20260216.csv
T1000522,A0287,667.977.626-00,66797762600,CPF,2026-02-06,VALE3,SELL,5.0,69.34,10.0,1.1,-346.70000000000005,11.1,-357.80000000000007,BRL,transactions_20260216.csv
T1000558,A0229,74.367.136/9594-86,74367136959486,CNPJ,2026-02-07,VALE3,SELL,250.0,68.95,0.38,0.0,-17237.5,0.38,-17237.88,BRL,transactions_20260216.csv
T1000568,A0332,08.305.818/0084-51,08305818008451,CNPJ,2026-02-05,WEGE3,SELL,5.0,38.75,1.5,0.38,-193.75,1.88,-195.63,BRL,transactions_20260216.csv
T1000593,A0316,333.373.934-89,33337393489,CPF,2026-02-04,PETR4,BUY,1.0,35.4455,25.0,3.0,35.4455,28.0,7.445500000000003,BRL,transactions_20260216.csv
T1000576,A0075,84.835.406/4828-20,84835406482820,CNPJ,2026-02-05,BBAS3,BUY,1500.0,51.5028,2.75,0.0,77254.2,2.75,77251.45,BRL,transactions_20260216.csv
T1001065,A0063,137.360.431-04,13736043104,CPF,2026-02-05,ABEV3,SELL,1000.0,15.16,0.0,3.25,-15160.0,3.25,-15163.25,BRL,transactions_20260216.csv
T1000583,A0362,94.184.556/6937-36,94184556693736,CNPJ,2026-02-06,ITUB4,BUY,10.0,30.1293,1.5,3.0,301.293,4.5,296.793,BRL,transactions_20260216.csv
T1000530,A0231,17.222.178/3268-83,17222178326883,CNPJ,2026-02-05,BBAS3,BUY,5.0,51.5028,1.5,3.25,257.514,4.75,252.764,BRL,transactions_20260216.csv
T1001166,A0283,70.567.278/9684-27,70567278968427,CNPJ,2026-02-05,VALE3,BUY,250.0,68.92,0.0,0.1,17230.0,0.1,17229.9,BRL,transactions_20260216.csv
T1000579,A0087,36.720.328/6390-15,36720328639015,CNPJ,2026-02-06,PETR4,BUY,1.0,35.3945,1.5,3.0,35.3945,4.5,30.8945,BRL,transactions_20260216.csv
T1001097,A0184,50.370.525/8643-61,50370525864361,CNPJ,2026-02-07,BBAS3,BUY,1.0,51.43,0.0,3.25,51.43,3.25,48.18,BRL,transactions_20260216.csv
T1000592,A0384,29.668.001/5141-19,29668001514119,CNPJ,2026-02-05,BOVA11,BUY,100.0,123.84,0.0,0.0,12384.0,0.0,12384.0,BRL,transactions_20260216.csv
T1000544,A0362,91.304.128/0307-88,91304128030788,CNPJ,2026-02-03,VALE3,SELL,5.0,69.0294,0.38,7.0,-345.147,7.38,-352.527,BRL,transactions_20260216.csv
